"Label","Type","Event","Primary Topic Tag","Secondary Topic Tag","Repository","Google Doc Id","Url","Title","Abstract"
"GDPR and the right to erasure","Topic Paper","rwot8","Misc",,"https://drive.google.com/file/d/1MKvOIYlcTA2SNyhoS7w19ZoB_IqxW3mI/view?usp=sharing","1MKvOIYlcTA2SNyhoS7w19ZoB_IqxW3mI","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/RightToErasure.md","GDPR and the right to erasure","n accordance to GDPR law ( see Appendix A ), once an owner of data has shared them with another party V, he/she has the right to withdraw the initial consent and to request the party V to erase the data. To execute the right the owner has to hold an evidence of the interaction with V. In the world of digital identities and anonymous credentials, the owner of data needs to obtain the digital proof of what and with whom the data have been disclosed."
"Handshake","Topic Paper","rwot8","Misc","Naming","https://drive.google.com/file/d/1qVt1H3Ww2auGl1RI_ZiFlkU0XsY8jtRi/view?usp=sharing","1qVt1H3Ww2auGl1RI_ZiFlkU0XsY8jtRi","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/handshake.md","Handshake","Handshake is a decentralized, permissionless naming protocol compatible with DNS. The aim of the protocol is to replace the root zone file and the root servers with a public commons."
"Introductory Capability DHT Concept","Topic Paper","rwot8","Misc",,"https://drive.google.com/file/d/1ER89u0l6ywZwPpGMEvYDqo-FyLZ8quTS/view?usp=sharing","1ER89u0l6ywZwPpGMEvYDqo-FyLZ8quTS","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/introductory-capability-dht-concept.md","Introductory Capability DHT Concept","Considering the concept of a DHT for Introductory Capability Routing for object capability based decentralized applications."
"Is the Universe a blockchain? A cryptographic model of the Universe.","Topic Paper","rwot8","Misc","crackpotting | fun_with_physics",,,,"Is the Universe a blockchain? A cryptographic model of the Universe.","Exploring analogies between blockchain and the universe. "
"OIDC Profile for SSI","Topic Paper","rwot8","Misc","OpenID Connect | VC","https://drive.google.com/file/d/1BTYnApMW4J91yQULEduo02fbBDcYcVi1/view?usp=sharing","1BTYnApMW4J91yQULEduo02fbBDcYcVi1","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/oidc-profile-for-ssi.md","OIDC Profile for SSI","The current online authentication and identity landscape is dominated by the typical Identity Provider (IdP) pattern. Protocols like OpenID Connect (OIDC) [OIDC] respectively OAuth2 and the Security Markup Language (SAML) Web Browser SSO profile is mostly used in this area. For example, behind the scenes, Google uses the OIDC protocol in their sign-in button. After user authentication and consent, and depending on the flow, clients, i.e., Relying Parties (RP), will receive up to three different tokens, i.e., id token, refresh token, access token. The RP will use these tokens with the IdP to obtain data about the user: The id token can already contain personally identifiable information, i.e., the requested data about the user. The access token (typically a bearer token) provides access to the user info endpoint, which allows the RP to request or refresh the required data. The IdP usually hosts the user info endpoint. Because access tokens are valid for a shorter period, the refresh token could be used to obtain a new access token. This approach typically has an impact on the user’s privacy by allowing the OpenID Connect Provider (OP) to track the user\"s behavior. Furthermore, relying on a bearer token has also security implications. Of course, mechanisms like token binding exist to mitigate the security issues, but they are still not common practice. While SAML loses its importance, OIDC is still there, actively maintained, and has a lot of support from the industry and many independent OIDC client implementations are available. Depending on the area, e.g., telcos or government, dedicated OIDC profiles were created that specifically address their requirements. An OIDC profile is a specific conformity configuration of pieces of the OIDC specifications, e.g., flows, parameters. While the traditional IdP approach has a lot of downsides, the underlying OIDC protocol could provide enough flexibility to support SSI."
"PSDAD - Data Format with Secure Semantics","Topic Paper","rwot8","Misc","data","https://drive.google.com/file/d/1_bJriQoXFdaD-pCO3QklGmVGbzXtfI99/view?usp=sharing","1_bJriQoXFdaD-pCO3QklGmVGbzXtfI99","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/psdad.md","PSDAD - Data Format with Secure Semantics","Existing data serialization formats like JSON, JSON-LD, XML, and even ASN.1 (with its various encoding rules) work well enough for conventional computing environments, but they fall short when high levels of both trust and decentralization are required. PSDAD (plaintext self-describing assertional data) is a proposed new approach which uses natural language strings simultaneously as identifiers, delimiters, and documentation, resulting in a surprisingly simple and robust system with distinct advantages over known approaches in certain environments. PSDAD has a partial spec and partial implementation available."
"Rethinking Priorities: Should Identity Systems Divide or Unite People?","Topic Paper","rwot8","Misc",,"https://drive.google.com/file/d/1lpVXbJgrS1GEmipBktrGGC9sYsiS600m/view?usp=sharing","1lpVXbJgrS1GEmipBktrGGC9sYsiS600m","https://bford.info/2019/02/08/identity/","Rethinking Priorities: Should Identity Systems Divide or Unite People?","The problem of identity has become a hot topic, with the idea of self-sovereign identity in particular attracting significant excitement. The essence of the idea, in short, is to put users in charge of how their identities and personal data are used. Self-sovereign identity posits that users should decide how much and what aspects of their identities to disclose in any situation, and should know and have control over what that information is used for."
"RWOT local chapters","Topic Paper","rwot8","Misc","local_communities | face to face meetings",,,,"RWOT local chapters","Exploring the need for local RWOT-like face to face meetings. "
"The United Humans - can it really work?","Topic Paper","rwot8","Misc","critique",,,,"The United Humans - can it really work?","Positing a list of critical questions to the central points of The United Humans project. "
"The Universal Ledger Agent: a Logical Result of Rabobank\"s Journey in Blockchain-based self-sovereign identity","Topic Paper","rwot8","Misc","DID | VC  GDPR | ERC780","https://drive.google.com/file/d/18WBtBox094DU33neUpXi_Cu258bZuAjB/view?usp=sharing","18WBtBox094DU33neUpXi_Cu258bZuAjB","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/universal-ledger-agent.md","The Universal Ledger Agent: a Logical Result of Rabobank\"s Journey in Blockchain-based self-sovereign identity","The universal ledger agent (ULA) is a component that is implemented by the app and the verifier. The ULA makes it possible to retrieve credentials from issuers, independently which standards and blockchain they use. Also, a verifier can accept and verify credentials from multiple standards."
"Zero-knowledge proofs in identity systems","Topic Paper","rwot8","Misc",,"https://drive.google.com/file/d/18QwFRciMsq4vgRjNofguYVLb-Flpi_la/view?usp=sharing","18QwFRciMsq4vgRjNofguYVLb-Flpi_la","https://github.com/WebOfTrustInfo/rwot8-barcelona/blob/master/topics-and-advance-readings/Zero-knowledge-Proofs.md","Zero-knowledge proofs in identity systems","Privacy is key to identity systems, and Zero-knowledge proofs (ZKP) are core to maintain confidentiality over user data, but still being able to transact by receiving claims and proving these to a third party."
